,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
5703,CA22248,Oregon,2505.42043,No,Basic,Master,2/14/11,Employed,F,60546,Rural,Single,63,21.0,71,0.0,1,Personal Auto,Personal L3,Offer2,Branch,46.278027,Four-Door Car,Medsize,nan
5704,ZY60545,California,18938.53677,No,Basic,College,1/10/11,Employed,F,91535,Rural,Married,67,35.0,13,1.0,2,Personal Auto,Personal L3,Offer1,Agent,126.634634,Four-Door Car,Large,A
5705,BM46418,Nevada,2772.8357530000000,No,Basic,College,2/20/11,Employed,M,30606,Urban,Married,71,11.0,7,0.0,1,Personal Auto,Personal L3,Offer2,Branch,253.04739,Two-Door Car,Medsize,nan
5706,JL15127,Nevada,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,Four-Door Car,Medsize,A
5707,TW81986,Arizona,5632.613078,No,Extended,Bachelor,1/20/11,Employed,F,51721,Urban,Married,139,18.0,98,0.0,1,Personal Auto,Personal L2,Offer2,Agent,625.282599,SUV,Medsize,A
5708,CV95479,California,3362.670123,No,Premium,Bachelor,2/15/11,Unemployed,M,0,Suburban,Single,107,9.0,96,2.0,1,Personal Auto,Personal L2,Offer1,Agent,770.4,Four-Door Car,Small,A
5709,RJ32720,Arizona,10719.08467,No,Extended,College,2/25/11,Employed,F,86036,Suburban,Divorced,90,8.0,20,3.0,2,Personal Auto,Personal L3,Offer1,Web,501.26513,Four-Door Car,Medsize,nan
5710,KV99550,California,6514.954043,No,Basic,High School or Below,2/14/11,Unemployed,M,0,Suburban,Married,61,12.0,75,1.0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small,A
5711,LJ64287,Nevada,4196.652176,No,Basic,High School or Below,2/15/11,Unemployed,M,0,Suburban,Single,64,35.0,75,1.0,7,Personal Auto,Personal L1,Offer3,Call Center,774.737185,,,A
5712,CM84035,Arizona,11320.82704,No,Premium,College,1/7/11,Employed,M,41692,Rural,Single,101,21.0,15,1.0,2,Corporate Auto,Corporate L3,Offer3,Call Center,245.968629,Four-Door Car,Medsize,nan
5713,UA51318,Arizona,5116.624022,No,Basic,High School or Below,2/17/11,Employed,F,26173,Suburban,Single,68,2.0,10,1.0,9,Corporate Auto,Corporate L1,Offer2,Web,449.819671,Four-Door Car,Medsize,A
5714,EJ19449,California,2722.210707,Yes,Basic,College,2/2/11,Medical Leave,F,17576,Suburban,Married,71,29.0,70,0.0,1,Special Auto,Special L2,Offer2,Call Center,398.502948,Four-Door Car,Medsize,nan
5715,DH93540,Oregon,4650.063763,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15.0,26,0.0,3,Personal Auto,Personal L3,Offer1,Agent,468.0,Two-Door Car,Medsize,nan
5716,XO56170,California,2866.824929,No,Basic,High School or Below,2/13/11,Employed,F,87428,Urban,Divorced,72,27.0,42,0.0,1,Personal Auto,Personal L3,Offer2,Agent,224.483337,Four-Door Car,Medsize,nan
5717,HG83893,Nevada,9100.731403,No,Basic,High School or Below,2/11/11,Employed,F,59183,Suburban,Married,113,11.0,91,0.0,5,Personal Auto,Personal L2,Offer3,Agent,542.4,SUV,Medsize,nan
5718,KS42294,California,20930.05217,No,Basic,College,1/14/11,Employed,F,30535,Rural,Married,66,22.0,18,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,94.142294,Four-Door Car,Small,nan
5719,EA61783,California,26232.85024,No,Basic,Bachelor,1/15/11,Employed,F,35868,Suburban,Single,110,20.0,51,0.0,2,Personal Auto,Personal L3,Offer2,Branch,528.0,SUV,Medsize,A
5720,RQ22171,California,3961.58618,No,Basic,High School or Below,1/30/11,Unemployed,F,0,Rural,Single,118,6.0,34,1.0,1,Corporate Auto,Corporate L2,Offer2,Agent,264.642948,SUV,Medsize,A
5721,MD43085,Oregon,3975.321516,No,Premium,Doctor,2/8/11,Employed,F,67895,Urban,Married,101,25.0,27,4.0,1,Personal Auto,Personal L3,Offer2,Call Center,403.937672,Four-Door Car,Medsize,A
5722,SY66568,Oregon,9415.527031,No,Premium,College,1/25/11,Employed,F,55338,Suburban,Married,116,25.0,54,0.0,7,Corporate Auto,Corporate L3,Offer2,Branch,556.8,Two-Door Car,Medsize,nan
5723,KR88393,California,15002.60308,No,Extended,High School or Below,1/19/11,Disabled,F,19245,Suburban,Single,84,5.0,61,1.0,2,Personal Auto,Personal L3,Offer2,Agent,604.8,Four-Door Car,Small,nan
5724,XH72278,Arizona,6715.294284000000,No,Extended,High School or Below,2/19/11,Unemployed,M,0,Suburban,Married,92,4.0,64,0.0,9,Personal Auto,Personal L3,Offer2,Web,441.6,Two-Door Car,Medsize,A
5725,EL11108,Oregon,14191.59699,No,Basic,Doctor,2/14/11,Employed,F,25575,Suburban,Married,117,10.0,41,0.0,2,Personal Auto,Personal L2,Offer3,Branch,561.6,SUV,Medsize,A
5726,RD62882,Arizona,6846.150323000000,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,456.0,Two-Door Car,Large,nan
5727,SA45648,California,10628.06415,No,Extended,Bachelor,2/18/11,Employed,M,90874,Urban,Married,137,18.0,28,4.0,3,Personal Auto,Personal L3,Offer1,Call Center,459.785009,,,A
5728,QO61775,California,4571.610619,No,Basic,Master,2/1/11,Employed,M,79453,Rural,Single,115,11.0,47,0.0,1,Personal Auto,Personal L2,Offer2,Agent,242.09904900000000,,,nan
5729,No74162,Arizona,7595.335237,No,Basic,High School or Below,1/8/11,Retired,M,20538,Suburban,Divorced,104,25.0,64,0.0,7,Personal Auto,Personal L1,Offer1,Agent,499.2,SUV,Small,nan
5730,SZ14518,California,8098.969210000000,No,Basic,College,1/18/11,Unemployed,F,0,Suburban,Divorced,72,15.0,45,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,518.4,Four-Door Car,Medsize,nan
5731,DV36320,California,17995.865320000000,No,Extended,High School or Below,1/18/11,Employed,F,80991,Urban,Married,223,5.0,56,0.0,4,Personal Auto,Personal L3,Offer4,Branch,937.327881,Luxury SUV,Medsize,A
5732,WE52979,California,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Large,nan
5733,ZW10467,Arizona,16107.19004,No,Basic,High School or Below,1/16/11,Employed,F,63288,Urban,Married,199,12.0,92,0.0,5,Personal Auto,Personal L1,Offer1,Web,558.433218,Luxury Car,Medsize,nan
5734,AL78075,Oregon,3810.238281,No,Premium,High School or Below,2/13/11,Unemployed,M,0,Suburban,Single,108,7.0,57,0.0,1,Personal Auto,Personal L2,Offer2,Branch,777.6,,,nan
5735,IU15885,Washington,4900.336708,No,Basic,Bachelor,2/27/11,Unemployed,F,0,Suburban,Married,66,,75,,4,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Small,A
5736,DX98298,Washington,4082.170583,No,Basic,High School or Below,1/8/11,Employed,M,57506,Suburban,Married,102,24.0,43,0.0,1,Personal Auto,Personal L1,Offer4,Agent,615.243841,Sports Car,Small,A
5737,WC83676,Nevada,2801.562831,No,Basic,College,2/18/11,Employed,M,33247,Urban,Married,72,26.0,47,0.0,1,Special Auto,Special L3,Offer2,Web,284.956298,Four-Door Car,Medsize,nan
5738,OZ97704,California,13117.52215,No,Basic,High School or Below,2/7/11,Employed,F,84311,Suburban,Single,111,11.0,98,4.0,2,Personal Auto,Personal L3,Offer3,Call Center,532.8,,,A
5739,ZB82406,Oregon,6650.456653,No,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Single,99,16.0,65,2.0,3,Personal Auto,Personal L1,Offer2,Branch,712.8,Four-Door Car,Small,A
5740,IN65727,Washington,2693.530229,No,Basic,Master,1/15/11,Employed,F,63684,Suburban,Single,68,6.0,87,0.0,1,Personal Auto,Personal L3,Offer2,Agent,343.889585,Two-Door Car,Medsize,A
5741,DA79098,California,4572.041785,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Married,67,19.0,82,1.0,3,Personal Auto,Personal L2,Offer1,Agent,357.14996,Two-Door Car,Small,A
5742,UX93878,Oregon,8513.697414,No,Basic,Bachelor,1/16/11,Employed,F,34505,Urban,Married,106,13.0,44,0.0,9,Personal Auto,Personal L3,Offer1,Branch,359.861348,SUV,Small,A
5743,HM94328,Arizona,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15.0,60,1.0,4,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize,nan
5744,QG15661,Oregon,2425.494812,No,Basic,College,2/8/11,Employed,M,66841,Rural,Divorced,62,4.0,73,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,123.436634,Four-Door Car,Medsize,A
5745,XO38850,Arizona,6227.365252000000,No,Extended,College,2/4/11,Unemployed,M,0,Suburban,Single,94,11.0,21,0.0,9,Personal Auto,Personal L2,Offer3,Agent,676.8,Four-Door Car,Small,A
5746,YF30946,California,2405.618791,No,Basic,College,2/19/11,Employed,M,63032,Suburban,Married,61,5.0,79,0.0,1,Personal Auto,Personal L3,Offer2,Agent,404.550554,Four-Door Car,Medsize,nan
5747,VD87432,Washington,16069.952830000000,No,Extended,Bachelor,1/12/11,Employed,M,60735,Urban,Married,135,11.0,59,0.0,2,Personal Auto,Personal L3,Offer3,Branch,571.695889,SUV,Medsize,A
5748,QP76867,Oregon,16152.90489,No,Basic,College,2/21/11,Unemployed,M,0,Suburban,Divorced,109,12.0,66,0.0,2,Personal Auto,Personal L3,Offer1,Agent,852.460341,Sports Car,Large,A
5749,CE17855,Oregon,3238.929524,No,Extended,Master,1/2/11,Employed,F,68745,Suburban,Married,80,5.0,42,0.0,1,Personal Auto,Personal L3,Offer4,Branch,473.613006,Four-Door Car,Medsize,A
5750,VU71619,California,13277.08425,No,Basic,Bachelor,1/10/11,Employed,M,96402,Urban,Married,110,29.0,41,0.0,2,Personal Auto,Personal L3,Offer3,Agent,379.897943,SUV,Medsize,A
5751,BM55732,,8337.194193000000,,Basic,High School or Below,2/16/11,Employed,F,74460,Suburban,Married,69,3.0,25,0.0,2,Corporate Auto,Corporate L2,Offer4,Web,331.2,Two-Door Car,Medsize,nan
5752,OR40901,California,12731.95161,Yes,Basic,Doctor,1/14/11,Employed,M,40870,Suburban,Married,105,3.0,56,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,504.0,,,nan
5753,TP51897,California,2621.808611,No,Basic,College,2/20/11,Employed,F,36843,Suburban,Married,68,12.0,11,3.0,1,Corporate Auto,Corporate L1,Offer4,Agent,357.642982,Four-Door Car,Medsize,A
5754,JQ68425,California,12919.41828,No,Basic,College,1/23/11,Employed,M,58236,Rural,Married,108,22.0,92,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,67.25345300000000,SUV,Small,nan
5755,LR97507,Arizona,2562.8438960000000,No,Basic,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,74,17.0,59,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,663.4237820000000,Four-Door Car,Large,nan
5756,UT21323,California,13057.01188,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,190,,67,,7,Personal Auto,Personal L3,Offer3,Branch,1833.182529,Luxury SUV,Small,A
5757,XE86547,Oregon,5143.647642,No,Basic,College,1/10/11,Employed,M,58443,Suburban,Married,65,24.0,71,0.0,6,Personal Auto,Personal L3,Offer3,Agent,312.0,,,A
5758,OL61964,California,5207.680496,No,Basic,Bachelor,2/16/11,Employed,M,74627,Urban,Married,65,21.0,61,0.0,6,Corporate Auto,Corporate L3,Offer1,Agent,176.735323,Four-Door Car,Medsize,A
5759,BA40043,California,5799.826802000000,No,Basic,College,1/3/11,Employed,M,60689,Rural,Single,74,,67,,7,Corporate Auto,Corporate L2,Offer2,Branch,5.746657,Four-Door Car,Medsize,nan
5760,ZQ94281,California,3244.8165670000000,No,Extended,College,1/27/11,Employed,F,68103,Urban,Divorced,82,28.0,91,0.0,1,Personal Auto,Personal L2,Offer2,Branch,277.795988,Two-Door Car,Medsize,nan
5761,AR17553,,6111.053244,,Extended,Master,2/6/11,Medical Leave,M,22944,Suburban,Married,80,26.0,83,0.0,5,Corporate Auto,Corporate L1,Offer3,Branch,488.272759,Four-Door Car,Medsize,A
5762,WK46492,Arizona,9642.214529,No,Extended,Bachelor,2/22/11,Employed,F,36108,Suburban,Divorced,128,5.0,35,2.0,9,Personal Auto,Personal L2,Offer3,Agent,614.4,SUV,Large,nan
5763,SY28542,Nevada,7412.135256,No,Extended,Bachelor,2/6/11,Employed,F,59940,Urban,Single,94,17.0,9,0.0,3,Personal Auto,Personal L3,Offer3,Web,303.098944,Four-Door Car,Medsize,nan
5764,HO61691,Arizona,5094.522262,No,Basic,Bachelor,2/27/11,Employed,F,72006,Suburban,Divorced,64,4.0,38,0.0,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,nan
5765,OP52966,Arizona,4854.362069,No,Basic,High School or Below,1/27/11,Employed,M,44279,Suburban,Married,61,32.0,7,0.0,3,Personal Auto,Personal L1,Offer2,Agent,292.8,Two-Door Car,Small,A
5766,WU14549,Nevada,4369.71794,No,Premium,Master,1/11/11,Employed,M,88495,Suburban,Married,108,2.0,83,0.0,1,Personal Auto,Personal L3,Offer1,Branch,535.926948,Two-Door Car,Medsize,nan
5767,WC35801,Arizona,2521.633095,No,Basic,High School or Below,2/7/11,Employed,M,53243,Rural,Divorced,66,4.0,15,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,157.397849,Four-Door Car,Medsize,A
5768,XE65072,Oregon,6633.137616,No,Extended,College,1/11/11,Employed,M,63483,Rural,Married,83,4.0,84,0.0,3,Personal Auto,Personal L1,Offer2,Branch,85.073541,Four-Door Car,Medsize,A
5769,YX84828,Oregon,5079.830406,No,Basic,Bachelor,1/24/11,Unemployed,F,0,Suburban,Married,68,6.0,95,0.0,5,Personal Auto,Personal L3,Offer2,Agent,326.4,Two-Door Car,Small,A
5770,RB79317,Arizona,3059.056323,No,Extended,Bachelor,1/30/11,Unemployed,F,0,Rural,Married,83,29.0,52,0.0,1,Personal Auto,Personal L2,Offer3,Agent,197.498882,Two-Door Car,Medsize,A
5771,OU76593,Oregon,6912.039630000000,No,Extended,College,1/21/11,Unemployed,M,0,Suburban,Married,96,11.0,55,0.0,5,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Medsize,nan
5772,LV57595,California,5181.620895,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Corporate Auto,Corporate L3,Offer2,Agent,307.2,Four-Door Car,Small,A
5773,XK83294,California,7486.171898,No,Basic,High School or Below,1/27/11,Employed,F,38725,Suburban,Single,64,12.0,58,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,307.2,Two-Door Car,Medsize,nan
5774,EV46476,California,8084.3250580000000,No,Basic,Bachelor,2/16/11,Disabled,M,20169,Suburban,Married,112,35.0,81,1.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,SUV,Small,A
5775,IA11644,California,20604.01627,No,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Single,72,8.0,61,1.0,2,Special Auto,Special L3,Offer3,Branch,723.010515,Two-Door Car,Medsize,nan
5776,YT36855,,2981.875575,,Extended,College,2/24/11,Unemployed,M,0,Suburban,Married,83,26.0,89,0.0,1,Personal Auto,Personal L2,Offer3,Web,582.679087,Two-Door Car,Medsize,nan
5777,LW64678,California,51016.06704,No,Premium,Master,2/19/11,Employed,F,25167,Urban,Married,140,3.0,76,0.0,2,Personal Auto,Personal L3,Offer2,Agent,422.494292,SUV,Small,A
5778,CI38330,Washington,2549.786069,No,Basic,Bachelor,2/12/11,Employed,M,72217,Rural,Married,64,13.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Branch,91.146661,Four-Door Car,Medsize,A
5779,TW45475,Nevada,8556.418397,No,Extended,College,1/9/11,Unemployed,M,0,Suburban,Married,124,7.0,2,3.0,6,Personal Auto,Personal L3,Offer1,Branch,595.2,SUV,Small,nan
5780,CA62597,California,7482.851041,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,101,17.0,20,0.0,3,Corporate Auto,Corporate L2,Offer1,Agent,978.257137,SUV,Medsize,A
5781,JA41698,Nevada,3099.538005,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Single,102,18.0,32,5.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,862.762957,SUV,Medsize,nan
5782,KU42210,Arizona,14666.23121,No,Basic,Bachelor,1/27/11,Unemployed,M,0,Suburban,Single,61,0.0,31,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,439.2,Four-Door Car,Small,nan
5783,ZU63258,California,3549.747466,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Married,100,27.0,32,1.0,1,Personal Auto,Personal L3,Offer2,Agent,480.0,SUV,Medsize,A
5784,LV62981,Arizona,6874.326693000000,No,Extended,College,1/4/11,Employed,M,22093,Suburban,Divorced,87,,8,,9,Corporate Auto,Corporate L3,Offer4,Branch,616.749885,Two-Door Car,Medsize,A
5785,MP53505,Washington,5500.012510000000,No,Extended,High School or Below,2/11/11,Employed,F,86073,Rural,Married,136,3.0,32,0.0,1,Corporate Auto,Corporate L3,Offer4,Agent,333.5671,Sports Car,Medsize,A
5786,SH51981,Washington,5246.057249,No,Basic,College,2/21/11,Employed,M,70301,Suburban,Divorced,67,7.0,43,0.0,7,Personal Auto,Personal L2,Offer3,Agent,328.942798,Four-Door Car,Small,A
5787,BR77413,Arizona,4686.469674,Yes,Basic,College,2/12/11,Employed,M,58089,Suburban,Married,118,31.0,83,0.0,1,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,nan
5788,TO12347,California,5534.569714,No,Basic,Bachelor,2/5/11,Disabled,M,16101,Suburban,Divorced,74,16.0,10,0.0,3,Personal Auto,Personal L2,Offer3,Call Center,437.608909,Four-Door Car,Small,A
5789,XA63646,California,4654.582368,No,Premium,Master,1/7/11,Employed,F,81883,Urban,Married,114,15.0,40,0.0,1,Personal Auto,Personal L3,Offer2,Branch,376.002146,Four-Door Car,Medsize,nan
5790,LD20926,Arizona,18892.19767,No,Extended,Bachelor,1/31/11,Unemployed,F,0,Suburban,Single,92,34.0,39,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,441.6,Two-Door Car,Large,nan
5791,LX33054,,6758.807188,,Basic,High School or Below,2/7/11,Unemployed,M,0,Suburban,Single,191,22.0,38,0.0,1,Personal Auto,Personal L2,Offer3,Web,2042.569089,Luxury Car,Medsize,A
5792,AK44985,California,3853.473448,No,Basic,College,2/23/11,Unemployed,F,0,Suburban,Single,110,13.0,3,0.0,1,Personal Auto,Personal L2,Offer1,Agent,792.0,SUV,Large,A
5793,YU39743,Oregon,16159.54237,No,Extended,College,1/30/11,Employed,M,29593,Suburban,Married,137,15.0,52,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,657.6,Sports Car,Medsize,A
5794,RN98239,California,7519.1336310000000,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12.0,17,1.0,6,Personal Auto,Personal L1,Offer1,Agent,185.355353,Four-Door Car,Medsize,nan
5795,EB59129,Oregon,2595.747991,No,Basic,Bachelor,2/18/11,Employed,F,47234,Rural,Married,65,11.0,34,0.0,1,Personal Auto,Personal L2,Offer1,Agent,15.631363,Four-Door Car,Medsize,nan
5796,CH85057,Oregon,11463.99097,No,Premium,Doctor,1/15/11,Employed,F,45354,Rural,Married,285,5.0,51,0.0,1,Personal Auto,Personal L3,Offer4,Agent,540.141566,Luxury SUV,Medsize,A
5797,NY90858,California,6765.800532000000,No,Extended,College,2/24/11,Employed,M,59034,Urban,Married,85,0.0,85,0.0,3,Personal Auto,Personal L3,Offer1,Agent,378.75258,Four-Door Car,Medsize,nan
5798,NR99710,Arizona,4792.810444,No,Basic,High School or Below,1/12/11,Disabled,F,24395,Suburban,Married,62,35.0,99,0.0,3,Personal Auto,Personal L2,Offer1,Branch,357.109603,Two-Door Car,Medsize,A
5799,AR25213,Arizona,7282.967586,No,Basic,High School or Below,1/31/11,Employed,M,40858,Suburban,Married,184,10.0,62,0.0,1,Personal Auto,Personal L3,Offer3,Agent,883.2,Luxury SUV,Large,A
5800,LS92540,California,4111.197013,No,Basic,College,1/29/11,Employed,F,32210,Suburban,Divorced,103,16.0,97,0.0,1,Corporate Auto,Corporate L2,Offer1,Call Center,494.4,SUV,Large,A
5801,LR49944,Nevada,2744.73543,No,Basic,Doctor,2/25/11,Employed,F,35159,Rural,Married,68,0.0,73,0.0,1,Personal Auto,Personal L3,Offer1,Agent,150.501033,Two-Door Car,Large,nan
5802,DW14769,Arizona,3920.511337,No,Premium,High School or Below,2/4/11,Unemployed,F,0,Suburban,Married,108,2.0,55,1.0,1,Personal Auto,Personal L3,Offer3,Branch,525.392239,Two-Door Car,Large,nan
5803,JB20173,,10391.78109,,Extended,Bachelor,2/4/11,Employed,M,81439,Rural,Single,90,25.0,40,1.0,2,Personal Auto,Personal L2,Offer2,Call Center,108.118855,Two-Door Car,Medsize,nan
5804,MB60322,,5332.462694,,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32.0,30,0.0,7,Special Auto,Special L2,Offer2,Branch,309.577946,Four-Door Car,Medsize,nan
5805,OF49789,Oregon,5121.838914,No,Extended,College,2/15/11,Employed,F,57161,Suburban,Married,127,20.0,92,0.0,1,Personal Auto,Personal L1,Offer1,Agent,609.6,Sports Car,Medsize,nan
5806,VO25602,Nevada,7610.840476,No,Extended,College,2/6/11,Employed,F,98701,Rural,Married,94,22.0,66,0.0,3,Personal Auto,Personal L1,Offer1,Branch,79.61563100000000,Four-Door Car,Small,nan
5807,IP52990,Oregon,16794.31422,No,Basic,High School or Below,2/24/11,Employed,F,38399,Urban,Married,106,,6,,2,Personal Auto,Personal L3,Offer2,Web,368.890904,SUV,Medsize,nan
5808,EQ69638,Washington,5107.624201,No,Extended,College,1/15/11,Unemployed,M,0,Suburban,Single,77,2.0,71,0.0,9,Personal Auto,Personal L3,Offer3,Branch,554.4,Four-Door Car,Small,nan
5809,SD62061,Oregon,5810.630529,No,Basic,High School or Below,2/17/11,Employed,F,24860,Suburban,Married,73,2.0,35,0.0,8,Personal Auto,Personal L2,Offer4,Web,350.4,,,A
5810,VW84197,Oregon,21941.85759,No,Basic,Bachelor,2/20/11,Employed,F,26378,Rural,Married,70,,79,,2,Personal Auto,Personal L3,Offer2,Branch,147.795699,Four-Door Car,Medsize,nan
5811,JR41742,California,3622.872124,No,Basic,College,1/25/11,Unemployed,M,0,Suburban,Single,108,23.0,52,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,1254.177129,SUV,Medsize,nan
5812,MF18493,California,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Two-Door Car,Medsize,nan
5813,AY35539,Oregon,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Personal Auto,Personal L2,Offer2,Web,61.769564,Four-Door Car,Medsize,nan
5814,LW93867,Oregon,4812.525221,No,Basic,College,1/3/11,Medical Leave,M,16531,Rural,Married,63,0.0,40,0.0,4,Corporate Auto,Corporate L1,Offer1,Web,102.879769,Four-Door Car,Medsize,nan
5815,QI31659,California,16953.08411,No,Basic,Bachelor,2/26/11,Employed,F,76797,Urban,Single,71,22.0,2,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,234.771653,Four-Door Car,Medsize,nan
5816,YQ15567,Oregon,9034.305834,No,Basic,Bachelor,1/4/11,Medical Leave,F,18846,Suburban,Married,115,16.0,84,0.0,3,Personal Auto,Personal L2,Offer1,Agent,552.0,SUV,Small,nan
5817,MS41162,Arizona,4022.963529,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,117,6.0,1,0.0,1,Personal Auto,Personal L3,Offer1,Agent,975.107098,SUV,Medsize,A
5818,GW77328,Oregon,5214.342348000000,No,Basic,Doctor,2/3/11,Employed,M,69991,Rural,Married,65,27.0,44,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,4.619402,Four-Door Car,Medsize,A
5819,TP96247,Oregon,4099.659085,No,Basic,High School or Below,2/9/11,Medical Leave,F,18606,Suburban,Married,110,12.0,45,1.0,1,Personal Auto,Personal L3,Offer3,Agent,568.8449050000000,SUV,Medsize,nan
